Customer_ID,Purchase_Frequency,Avg_Order_Value,total_spending,customer_lifetime,Bread_Type,Location,payment_method,satisfaction,Loyalty_Score,Feedback_Score,segment
C0912,1,64611,535633,9,White Bread,Entebbe,Bank Transfer,3.2,3.2,2.2,2
C0913,4,147971,928791,47,Rye,Entebbe,Mobile Money,3.6,7.3,2.8,0
C0914,2,52149,775159,33,Rye,Kampala Central,Mobile Money,2.5,4.7,3.2,2
C0915,6,140102,460890,33,Whole Wheat,Jinja,Bank Transfer,3.6,8.9,1.4,0
C0916,2,99189,849122,19,White Bread,Kampala Central,Bank Transfer,1.2,3.7,4.7,1
C0917,1,147904,745194,3,White Bread,Gulu,Mobile Money,1.2,1.1,2.5,0
C0918,6,61675,301260,10,White Bread,Mukono,Cash,2.8,3.7,1.3,2
C0919,2,111031,845219,40,Rye,Gulu,Mobile Money,3.2,6.2,2.5,0
C0920,5,82668,877881,47,Sourdough,Mukono,Cash,4.6,4.4,3.4,1
C0921,3,53673,863034,42,Multigrain,Entebbe,Mobile Money,1.4,5.8,3.1,2
C0922,1,116666,631885,1,Rye,Jinja,Bank Transfer,4.3,8.9,3.8,0
C0923,2,128204,933525,29,White Bread,Kampala Central,Cash,1.8,9.2,1.2,0
C0924,1,120758,530442,50,Rye,Jinja,Bank Transfer,2.6,3.4,2.1,0
C0925,1,105429,303199,34,Whole Wheat,Kampala Central,Bank Transfer,2.3,5.2,4.3,1
C0926,6,63669,476794,51,White Bread,Gulu,Bank Transfer,2.6,5.9,1.3,2
C0927,6,74068,584585,13,Whole Wheat,Gulu,Bank Transfer,1.6,9.5,4.4,1
C0928,3,128789,832722,54,White Bread,Kampala Central,Bank Transfer,3.0,10.0,1.4,0
C0929,5,49435,781777,1,Rye,Jinja,Mobile Money,4.2,3.1,4.3,1
C0930,1,134088,572890,34,Sourdough,Kampala Central,Cash,2.8,7.5,2.4,0
C0931,2,92249,483100,29,Multigrain,Entebbe,Mobile Money,3.0,4.4,3.4,1
C0932,4,77384,215598,48,Whole Wheat,Gulu,Mobile Money,4.4,1.1,1.6,2
C0933,1,121929,350100,47,Rye,Entebbe,Mobile Money,3.8,1.1,1.3,0
C0934,1,116153,882877,13,Sourdough,Gulu,Bank Transfer,3.0,5.1,1.9,0
C0935,3,144056,808521,48,Rye,Gulu,Mobile Money,2.0,5.4,1.5,0
C0936,5,115388,876676,49,Whole Wheat,Mukono,Cash,4.5,1.2,2.2,2
C0937,4,71401,233241,53,Multigrain,Entebbe,Mobile Money,3.3,7.2,3.1,1
C0938,6,111831,839452,29,Rye,Entebbe,Bank Transfer,1.9,3.6,3.4,1
C0939,6,141529,253124,39,White Bread,Mukono,Cash,2.1,6.0,4.2,1
C0940,2,74084,565065,24,Sourdough,Jinja,Cash,4.2,3.7,3.6,1
C0941,4,145111,304923,26,Rye,Entebbe,Cash,1.2,2.5,3.4,0
C0942,6,95826,108036,17,Sourdough,Kampala Central,Cash,5.0,4.7,2.6,2
C0943,2,76451,656066,7,White Bread,Mukono,Mobile Money,1.5,3.1,2.9,2
C0944,5,47227,254245,13,Multigrain,Entebbe,Bank Transfer,4.2,5.8,2.7,2
C0945,2,71910,785763,5,Multigrain,Jinja,Cash,2.6,2.8,4.4,1
C0946,6,76041,302747,26,White Bread,Entebbe,Cash,3.0,5.6,1.9,2
C0947,3,128920,643088,49,Sourdough,Gulu,Bank Transfer,4.5,2.4,1.0,0
C0948,3,105681,387516,3,Rye,Kampala Central,Mobile Money,2.7,7.0,3.6,1
C0949,3,143314,423660,7,White Bread,Mukono,Cash,3.1,7.8,1.8,0
C0950,6,121571,906970,58,Whole Wheat,Gulu,Mobile Money,1.2,2.0,4.6,1
C0951,3,105481,950350,49,Sourdough,Jinja,Mobile Money,1.0,5.2,4.4,1
C0952,4,108576,433299,39,Multigrain,Gulu,Mobile Money,2.0,1.6,1.3,2
C0953,5,147958,855600,53,White Bread,Gulu,Mobile Money,3.7,6.4,1.4,0
C0954,2,104174,159500,1,Multigrain,Jinja,Cash,1.5,3.4,3.0,0
C0955,2,66160,267647,49,Sourdough,Gulu,Cash,1.5,5.7,3.4,1
C0956,6,57633,336527,17,Multigrain,Mukono,Mobile Money,2.6,5.7,2.1,2
C0957,3,134880,535477,43,White Bread,Entebbe,Mobile Money,3.6,9.3,3.9,0
C0958,3,57014,734947,25,Sourdough,Gulu,Bank Transfer,3.8,5.9,3.4,1
C0959,1,120532,652004,59,Whole Wheat,Mukono,Bank Transfer,1.7,6.2,2.3,0
C0960,5,89104,496452,3,White Bread,Entebbe,Bank Transfer,1.3,4.6,1.1,2
C0961,4,81621,509064,15,Rye,Entebbe,Cash,4.8,9.5,4.0,1
C0962,2,117231,102352,29,White Bread,Gulu,Bank Transfer,2.0,8.0,1.9,0
C0963,1,108388,233004,53,Sourdough,Mukono,Cash,4.4,3.6,4.3,1
C0964,1,56014,962881,43,White Bread,Gulu,Cash,4.5,8.6,2.7,2
C0965,6,132578,632844,32,Whole Wheat,Jinja,Cash,4.1,4.9,3.3,1
C0966,2,73755,886261,26,Whole Wheat,Entebbe,Cash,1.7,8.5,4.5,1
C0967,6,80390,448980,16,Rye,Gulu,Bank Transfer,4.3,8.4,4.5,1
C0968,4,63711,760858,25,Multigrain,Entebbe,Mobile Money,4.1,2.7,2.5,2
C0969,1,131658,831478,54,Sourdough,Mukono,Mobile Money,3.4,7.3,1.8,0
C0970,1,97993,150098,28,Sourdough,Kampala Central,Mobile Money,2.3,3.6,4.1,1
C0971,5,114696,474313,9,Multigrain,Gulu,Bank Transfer,2.1,3.7,2.7,2
C0972,4,67213,764929,56,Whole Wheat,Gulu,Mobile Money,1.5,3.7,1.8,2
C0973,1,144956,347199,56,Whole Wheat,Entebbe,Bank Transfer,3.0,7.5,4.6,0
C0974,4,97784,226060,1,White Bread,Mukono,Bank Transfer,3.3,3.1,1.8,2
C0975,2,47421,287954,29,Rye,Jinja,Bank Transfer,2.4,1.0,1.1,2
C0976,3,126936,825753,57,Rye,Mukono,Mobile Money,2.9,7.4,1.1,0
C0977,1,139073,230544,22,Rye,Gulu,Mobile Money,2.5,2.5,3.5,0
C0978,5,57727,624628,16,White Bread,Jinja,Mobile Money,3.6,1.9,3.6,2
C0979,2,44358,799309,41,Rye,Mukono,Cash,4.6,3.1,2.2,2
C0980,4,105108,706590,51,Multigrain,Kampala Central,Bank Transfer,1.7,4.4,2.3,2
C0981,6,134018,847028,44,White Bread,Entebbe,Cash,2.5,5.3,2.4,0
C0982,2,72117,567243,51,Multigrain,Mukono,Bank Transfer,1.6,1.4,3.7,1
C0983,1,128700,624426,54,White Bread,Mukono,Mobile Money,3.5,9.7,1.2,0
C0984,4,71910,493574,41,Rye,Kampala Central,Bank Transfer,3.9,7.4,4.7,1
C0985,3,138032,743907,7,Multigrain,Gulu,Bank Transfer,4.7,3.9,1.9,0
C0986,2,95754,568466,14,Multigrain,Entebbe,Cash,2.1,3.9,5.0,1
C0987,1,102438,971808,29,Multigrain,Mukono,Bank Transfer,4.8,5.0,1.7,0
C0988,5,149847,724219,19,White Bread,Jinja,Mobile Money,1.3,6.6,4.1,0
C0989,6,69371,256951,19,Sourdough,Mukono,Bank Transfer,3.4,2.3,1.9,2
C0990,4,91501,967964,2,Rye,Entebbe,Bank Transfer,1.2,2.7,1.3,2
C0991,2,100946,942210,41,Multigrain,Mukono,Bank Transfer,4.6,8.7,4.5,1
C0992,2,78467,662060,45,Sourdough,Kampala Central,Cash,3.1,3.3,4.4,1
C0993,3,57625,158478,15,Rye,Mukono,Bank Transfer,3.7,4.4,2.6,2
C0994,3,73893,557569,3,Rye,Mukono,Bank Transfer,4.3,8.8,3.8,1
C0995,5,116329,651050,11,Multigrain,Jinja,Cash,1.6,7.0,3.2,1
C0996,6,71007,244355,53,Multigrain,Kampala Central,Cash,1.2,4.1,4.4,1
C0997,5,131302,819282,46,White Bread,Kampala Central,Cash,4.5,7.2,2.3,0
C0998,1,79532,794780,30,Sourdough,Mukono,Cash,2.3,1.2,3.1,2
C0999,1,94253,942000,57,Sourdough,Jinja,Mobile Money,1.5,7.6,2.9,0
C1000,5,52323,971522,40,Multigrain,Mukono,Mobile Money,2.9,5.4,2.4,2
C1001,6,113379,906651,18,Rye,Mukono,Bank Transfer,3.4,8.3,4.6,1
C1002,5,54210,943601,51,Multigrain,Entebbe,Mobile Money,1.1,9.6,1.7,2
C1003,6,56456,593671,48,Rye,Entebbe,Bank Transfer,2.1,9.3,1.6,2
C1004,6,71367,699253,2,Rye,Jinja,Mobile Money,1.1,9.2,3.3,1
C1005,4,94624,277912,32,Multigrain,Gulu,Cash,2.7,5.6,3.6,1
C1006,6,50106,275767,8,Whole Wheat,Entebbe,Cash,4.6,4.2,1.8,2
C1007,3,143493,336281,22,Sourdough,Gulu,Mobile Money,4.9,5.2,2.6,0
C1008,6,108008,184754,6,Rye,Kampala Central,Mobile Money,3.5,7.2,4.8,1
C1009,6,112240,702276,12,Rye,Entebbe,Bank Transfer,1.6,9.0,2.0,0
C1010,6,104315,551558,47,Whole Wheat,Entebbe,Bank Transfer,4.6,2.9,3.7,1
C1011,1,109249,607732,57,White Bread,Jinja,Bank Transfer,3.1,9.3,4.0,0
C1012,3,110587,250023,40,Whole Wheat,Gulu,Cash,1.6,8.3,2.8,0
C1013,3,50756,756667,36,Whole Wheat,Entebbe,Cash,4.7,9.8,4.8,1
C1014,5,108011,180388,15,Rye,Entebbe,Cash,4.0,8.9,3.9,1
C1015,4,76378,977200,28,Sourdough,Jinja,Cash,3.9,3.5,2.8,2
C1016,6,44255,921860,52,Whole Wheat,Jinja,Bank Transfer,3.8,2.0,3.3,2
C1017,2,54484,339779,57,White Bread,Gulu,Cash,1.8,2.0,3.8,1
C1018,4,96549,978453,49,Multigrain,Kampala Central,Cash,1.8,3.6,3.4,1
C1019,4,74503,306846,45,Whole Wheat,Kampala Central,Cash,3.8,6.5,4.5,1
C1020,3,113794,794335,18,Whole Wheat,Mukono,Cash,1.9,8.2,2.4,0
C1021,4,146283,232212,2,White Bread,Entebbe,Mobile Money,2.8,9.1,2.2,0
C1022,6,140732,912853,13,Sourdough,Gulu,Bank Transfer,4.1,6.6,1.9,0
C1023,6,85113,888140,45,Whole Wheat,Entebbe,Bank Transfer,4.1,1.1,1.2,2
C1024,1,145730,512811,54,Whole Wheat,Gulu,Cash,2.8,2.7,1.2,0
C1025,6,114069,700309,15,Sourdough,Gulu,Mobile Money,4.2,1.9,4.5,1
C1026,6,138117,259380,20,White Bread,Gulu,Bank Transfer,4.4,4.3,3.7,1
C1027,3,45249,144789,29,Whole Wheat,Entebbe,Bank Transfer,3.6,5.5,3.6,1
C1028,6,59201,126086,59,Sourdough,Jinja,Cash,1.9,1.4,3.5,2
C1029,1,98576,379003,42,Whole Wheat,Entebbe,Cash,2.1,4.1,4.4,1
C1030,2,49686,631972,29,Multigrain,Gulu,Bank Transfer,2.3,2.6,2.9,2
C1031,3,93363,191088,3,Rye,Mukono,Bank Transfer,1.5,6.8,4.5,1
C1032,2,137543,494423,19,Multigrain,Kampala Central,Mobile Money,2.1,5.2,2.4,0
C1033,3,40661,670387,3,Whole Wheat,Gulu,Bank Transfer,1.8,5.5,4.7,1
C1034,5,84843,690381,54,White Bread,Mukono,Bank Transfer,2.8,4.8,3.8,1
C1035,4,135673,260761,14,Rye,Jinja,Cash,4.6,9.6,2.0,0
C1036,5,100963,935083,40,Multigrain,Gulu,Bank Transfer,1.4,2.9,3.3,1
C1037,6,82828,638181,59,Sourdough,Mukono,Cash,3.9,5.6,3.1,1
C1038,2,88604,591024,55,White Bread,Gulu,Bank Transfer,3.7,7.6,1.6,0
C1039,6,50526,690706,4,Multigrain,Entebbe,Bank Transfer,1.4,6.0,3.4,1
C1040,4,108910,225074,59,Sourdough,Mukono,Bank Transfer,4.7,9.4,2.3,0
C1041,3,65592,989497,52,Whole Wheat,Entebbe,Mobile Money,3.3,4.4,1.2,2
C1042,4,68982,230351,11,Sourdough,Entebbe,Cash,2.5,5.2,4.8,1
C1043,1,40207,815371,58,Multigrain,Mukono,Mobile Money,4.0,1.8,3.6,2
C1044,4,140969,138635,31,Multigrain,Kampala Central,Bank Transfer,2.0,6.5,4.5,1
C1045,1,128733,195071,43,Whole Wheat,Mukono,Mobile Money,3.8,3.6,3.7,0
C1046,4,138936,565918,32,Sourdough,Kampala Central,Cash,1.2,2.4,2.4,0
C1047,1,108619,964950,27,Sourdough,Gulu,Bank Transfer,4.4,5.9,3.1,0
C1048,2,69328,468377,30,Whole Wheat,Gulu,Mobile Money,2.8,5.8,3.7,1
C1049,6,86479,990083,43,Sourdough,Mukono,Mobile Money,3.5,1.7,4.8,1
C1050,6,148427,697093,2,Whole Wheat,Gulu,Cash,1.9,7.3,2.0,0
C1051,5,60103,521280,49,White Bread,Jinja,Mobile Money,3.7,6.6,4.5,1
C1052,6,79891,441207,9,Multigrain,Entebbe,Cash,4.1,2.7,4.7,1
C1053,3,50754,364598,28,White Bread,Entebbe,Bank Transfer,2.9,5.2,3.7,1
C1054,4,139983,383022,31,Rye,Kampala Central,Bank Transfer,3.5,7.5,4.7,1
C1055,5,121437,282170,34,Rye,Gulu,Mobile Money,2.8,5.8,2.6,0
C1056,3,138540,293226,56,Rye,Kampala Central,Bank Transfer,4.6,4.6,4.8,1
C1057,3,112982,244063,15,Whole Wheat,Entebbe,Bank Transfer,3.0,3.9,3.8,1
C1058,1,142747,692632,48,Sourdough,Entebbe,Mobile Money,4.4,6.5,1.2,0
C1059,6,95922,991378,25,White Bread,Gulu,Bank Transfer,4.2,9.5,4.6,1
C1060,2,88231,660881,36,White Bread,Jinja,Mobile Money,2.6,7.0,2.9,0
C1061,2,69301,660592,8,White Bread,Jinja,Cash,1.9,1.7,2.8,2
C1062,5,131652,523602,9,White Bread,Gulu,Cash,2.6,5.1,3.3,0
C1063,2,102711,810580,58,Rye,Gulu,Cash,4.3,9.0,1.6,0
C1064,4,81323,213613,58,White Bread,Kampala Central,Mobile Money,1.9,1.9,2.9,2
C1065,2,58752,824698,37,Sourdough,Gulu,Mobile Money,3.1,9.9,4.3,1
C1066,5,137912,587505,48,Rye,Jinja,Bank Transfer,4.2,9.5,1.1,0
C1067,2,122205,514299,45,White Bread,Gulu,Bank Transfer,2.4,1.7,2.1,0
C1068,4,138452,642642,39,Whole Wheat,Kampala Central,Bank Transfer,3.6,9.4,1.0,0
C1069,1,53395,384334,32,Multigrain,Kampala Central,Bank Transfer,2.0,4.3,2.7,2
C1070,5,125957,630430,58,Multigrain,Kampala Central,Bank Transfer,1.4,8.6,3.9,1
C1071,1,96273,521614,52,Multigrain,Kampala Central,Mobile Money,4.2,4.8,4.2,1
C1072,1,131878,283043,17,Rye,Mukono,Mobile Money,1.4,5.0,4.8,0
C1073,1,44895,928294,35,White Bread,Gulu,Cash,2.1,6.7,3.4,1
C1074,3,116559,808770,37,Rye,Entebbe,Cash,4.4,8.0,2.0,0
C1075,6,50699,250575,19,Sourdough,Gulu,Cash,2.4,1.3,4.7,1
C1076,3,105061,225438,44,Whole Wheat,Mukono,Cash,4.9,6.3,4.1,1
C1077,6,49715,672744,29,Whole Wheat,Kampala Central,Mobile Money,4.9,2.7,3.3,2
C1078,1,59169,724455,59,Multigrain,Mukono,Mobile Money,2.1,4.1,3.8,1
C1079,5,56163,968467,7,Multigrain,Jinja,Mobile Money,1.2,4.1,4.7,1
C1080,6,45782,894448,28,Multigrain,Jinja,Bank Transfer,3.8,5.2,3.8,1
C1081,4,128177,364528,9,White Bread,Gulu,Bank Transfer,2.8,4.0,2.5,0
C1082,4,124328,293392,28,Sourdough,Gulu,Cash,1.4,2.0,3.9,1
C1083,2,75585,508288,6,Sourdough,Entebbe,Bank Transfer,3.8,2.3,1.2,2
C1084,6,70682,202239,29,Sourdough,Entebbe,Mobile Money,1.1,1.3,2.5,2
C1085,5,87864,735719,58,Sourdough,Jinja,Cash,4.5,5.2,2.6,2
C1086,3,124416,966450,17,Multigrain,Kampala Central,Cash,1.6,9.6,1.7,0
C1087,1,95114,664798,16,Whole Wheat,Mukono,Bank Transfer,1.5,2.0,1.1,2
C1088,2,78067,804293,23,Multigrain,Entebbe,Cash,1.7,9.5,1.5,0
C1089,4,82685,908258,31,Sourdough,Entebbe,Bank Transfer,4.8,7.6,3.6,1
C1090,3,58073,430170,3,Multigrain,Kampala Central,Bank Transfer,3.8,6.7,4.2,1
C1091,3,76035,221668,21,Sourdough,Kampala Central,Cash,4.2,6.8,5.0,1
C1092,1,104977,866988,26,Rye,Gulu,Bank Transfer,2.6,8.4,2.4,0
C1093,6,142710,518734,36,Whole Wheat,Mukono,Bank Transfer,2.3,2.0,3.4,0
C1094,4,130373,648333,42,Rye,Kampala Central,Bank Transfer,1.9,5.5,4.7,1
C1095,5,123362,281948,37,White Bread,Entebbe,Bank Transfer,2.9,7.3,1.7,0
C1096,3,130517,585662,53,Multigrain,Entebbe,Cash,3.2,6.3,3.9,0
C1097,1,105450,714390,22,White Bread,Jinja,Mobile Money,3.5,8.5,4.0,0
C1098,5,50382,414063,42,Multigrain,Kampala Central,Mobile Money,2.0,1.7,1.4,2
C1099,6,44437,723729,12,Rye,Gulu,Bank Transfer,4.8,7.2,4.4,1
C1100,4,110971,258175,42,Sourdough,Mukono,Bank Transfer,1.7,5.8,4.3,1
C1101,6,104612,349877,13,Sourdough,Gulu,Bank Transfer,4.9,4.4,1.1,2
C1102,3,130355,236917,11,Multigrain,Entebbe,Mobile Money,1.1,4.1,1.4,0
C1103,5,101929,317770,54,Sourdough,Gulu,Bank Transfer,2.9,6.6,1.2,2
C1104,5,142411,742613,16,Rye,Entebbe,Cash,2.3,9.0,2.3,0
C1105,5,137518,643625,8,Sourdough,Entebbe,Cash,2.8,5.5,3.0,0
C1106,3,138864,777673,40,Rye,Entebbe,Cash,3.3,8.4,3.1,0
C1107,3,52329,440093,59,White Bread,Entebbe,Mobile Money,2.7,4.6,2.1,2
C1108,6,65169,886708,57,Rye,Entebbe,Bank Transfer,2.7,1.9,4.6,1
C1109,2,127468,413295,40,Whole Wheat,Jinja,Bank Transfer,3.9,1.6,2.5,0
C1110,6,74594,767304,45,Whole Wheat,Gulu,Bank Transfer,3.7,1.5,1.2,2
C1111,4,116957,939319,59,Whole Wheat,Jinja,Mobile Money,4.3,4.4,2.2,0
C1112,1,100631,705730,2,Multigrain,Jinja,Mobile Money,2.0,4.0,3.1,0
C1113,5,85033,149847,30,Multigrain,Kampala Central,Mobile Money,3.4,7.5,2.6,2
C1114,2,103133,158653,30,Multigrain,Kampala Central,Mobile Money,3.3,7.7,2.1,0
C1115,1,113165,841432,12,Rye,Kampala Central,Cash,2.5,1.5,1.5,0
C1116,2,113861,877949,10,Multigrain,Mukono,Mobile Money,2.9,3.0,4.3,1
C1117,6,92290,418766,44,White Bread,Kampala Central,Mobile Money,2.3,3.5,5.0,1
C1118,3,134031,389954,11,Whole Wheat,Gulu,Mobile Money,1.6,5.9,2.3,0
C1119,5,71750,177842,15,Rye,Jinja,Bank Transfer,1.9,2.3,2.5,2
C1120,6,135155,372647,16,Whole Wheat,Gulu,Bank Transfer,1.4,2.2,3.5,1
C1121,1,80461,184761,17,Multigrain,Kampala Central,Bank Transfer,3.7,9.5,3.9,1
C1122,1,113800,530192,26,Rye,Mukono,Cash,3.6,8.2,2.6,0
C1123,1,118222,898022,2,Sourdough,Mukono,Cash,4.8,2.6,4.6,1
C1124,1,64226,616637,50,White Bread,Jinja,Mobile Money,3.9,4.7,3.2,2
C1125,1,46721,766246,12,Multigrain,Gulu,Bank Transfer,1.2,4.2,2.8,2
C1126,2,96154,428768,51,Multigrain,Entebbe,Cash,4.5,8.1,3.6,1
C1127,6,60609,788152,26,White Bread,Gulu,Bank Transfer,4.5,5.6,4.8,1
C1128,5,92130,502980,23,White Bread,Kampala Central,Cash,2.8,2.2,4.2,1
C1129,3,112909,881198,18,Sourdough,Entebbe,Cash,3.3,7.7,1.2,0
C1130,3,144211,220356,32,Multigrain,Mukono,Mobile Money,4.9,4.6,2.3,0
C1131,6,95249,317228,49,Multigrain,Jinja,Mobile Money,3.1,3.4,2.9,2
C1132,6,88895,142727,38,Whole Wheat,Jinja,Cash,4.6,4.4,2.3,2
C1133,3,134473,440615,57,Rye,Mukono,Mobile Money,1.3,5.5,3.8,0
C1134,3,45656,632356,47,Rye,Kampala Central,Cash,1.8,4.1,4.3,1
C1135,2,114520,741211,3,Whole Wheat,Mukono,Cash,2.8,3.2,3.9,0
C1136,4,103740,500511,38,Rye,Kampala Central,Bank Transfer,3.3,4.6,5.0,1
C1137,5,104309,534376,3,White Bread,Entebbe,Mobile Money,4.3,1.2,2.1,2
C1138,1,69984,111390,30,Rye,Mukono,Mobile Money,5.0,8.0,4.5,1
C1139,4,113822,731040,1,Rye,Kampala Central,Mobile Money,2.6,2.5,4.1,1
C1140,6,45901,456898,30,Whole Wheat,Entebbe,Bank Transfer,1.2,1.4,2.4,2
C1141,3,71552,438113,45,Sourdough,Mukono,Bank Transfer,4.2,6.9,3.9,1
C1142,4,131245,770398,32,Rye,Jinja,Bank Transfer,3.4,8.0,1.4,0
C1143,5,71055,849078,28,Rye,Mukono,Mobile Money,1.8,8.3,4.2,1
C1144,6,77685,439208,21,Sourdough,Gulu,Mobile Money,3.0,5.4,3.1,2
C1145,1,113965,121281,58,Whole Wheat,Mukono,Mobile Money,4.0,2.8,2.2,0
C1146,1,54716,154189,46,Sourdough,Gulu,Bank Transfer,4.1,7.6,3.6,1
C1147,5,51138,362093,13,Whole Wheat,Entebbe,Bank Transfer,3.0,7.3,3.6,1
C1148,5,75298,410655,27,White Bread,Mukono,Cash,2.2,3.2,1.8,2
C1149,3,91112,746403,36,Whole Wheat,Entebbe,Bank Transfer,4.9,9.1,1.1,0
C1150,1,63429,632893,7,White Bread,Entebbe,Cash,3.7,1.9,2.7,2
C1151,6,90200,462462,22,White Bread,Kampala Central,Mobile Money,2.6,9.8,3.3,1
C1152,4,111308,494597,10,Whole Wheat,Entebbe,Bank Transfer,2.1,8.7,4.5,1
C1153,6,88244,906242,39,Multigrain,Entebbe,Mobile Money,3.9,7.2,4.7,1
C1154,2,141268,349415,53,Whole Wheat,Mukono,Mobile Money,2.0,9.4,3.1,0
C1155,2,145441,779682,15,Rye,Mukono,Mobile Money,1.7,7.5,4.0,0
C1156,5,57347,141869,15,Rye,Jinja,Mobile Money,3.1,2.7,2.8,2
C1157,3,56920,657243,4,Multigrain,Kampala Central,Bank Transfer,2.2,5.0,4.0,1
C1158,2,71822,685676,32,White Bread,Entebbe,Mobile Money,3.5,1.6,1.8,2
C1159,1,86659,865612,23,Multigrain,Kampala Central,Cash,1.5,4.5,2.5,0
C1160,6,80108,110207,55,Rye,Gulu,Bank Transfer,3.6,7.7,3.5,1
C1161,6,129099,318401,6,Multigrain,Entebbe,Mobile Money,2.1,4.5,1.1,2
C1162,5,47967,259292,24,Whole Wheat,Kampala Central,Bank Transfer,1.0,4.0,3.9,1
C1163,4,51871,577266,20,Multigrain,Jinja,Cash,1.5,6.4,4.3,1
C1164,5,134299,596762,58,White Bread,Jinja,Mobile Money,4.7,8.8,2.6,0
C1165,4,117452,305157,37,Whole Wheat,Entebbe,Cash,4.5,1.4,2.8,0
C1166,5,114270,122031,20,Sourdough,Gulu,Mobile Money,1.9,4.5,4.4,1
C1167,5,73613,563937,12,Rye,Jinja,Cash,4.1,2.4,4.1,1
C1168,5,68179,967239,33,Rye,Jinja,Mobile Money,3.4,7.3,2.2,2
C1169,4,92188,695600,28,Multigrain,Gulu,Bank Transfer,4.9,2.0,2.3,2
C1170,4,95099,684054,8,Whole Wheat,Kampala Central,Mobile Money,2.5,7.0,3.7,1
C1171,5,75262,243521,1,Sourdough,Jinja,Bank Transfer,3.7,3.6,3.3,2
C1172,2,118213,451977,37,Whole Wheat,Mukono,Mobile Money,1.3,2.8,1.6,0
C1173,3,58268,287771,22,Rye,Jinja,Mobile Money,2.6,9.4,2.2,2
C1174,3,117866,337199,6,Whole Wheat,Kampala Central,Cash,4.9,1.2,4.6,1
C1175,3,126269,861019,21,Sourdough,Kampala Central,Cash,3.2,4.9,3.8,0
C1176,4,100545,860129,32,Multigrain,Entebbe,Cash,2.2,1.2,4.9,1
C1177,4,143483,735329,35,White Bread,Mukono,Mobile Money,1.5,5.4,4.1,0
C1178,2,132822,740473,15,Whole Wheat,Kampala Central,Mobile Money,3.8,5.5,4.8,1
C1179,3,112146,277164,5,White Bread,Gulu,Mobile Money,3.6,3.9,1.9,0
C1180,3,111966,556887,56,Rye,Mukono,Bank Transfer,2.5,2.2,4.1,1
C1181,5,79922,634638,46,Multigrain,Mukono,Bank Transfer,4.8,4.4,1.1,2
C1182,4,119364,851518,50,Multigrain,Gulu,Mobile Money,1.1,7.1,3.7,1
C1183,3,82913,987291,48,Whole Wheat,Jinja,Cash,2.2,8.0,2.9,1
C1184,6,137033,613313,6,Multigrain,Gulu,Cash,4.7,5.8,2.4,0
C1185,2,144792,885858,25,Whole Wheat,Gulu,Cash,2.3,6.3,4.4,0
C1186,6,95677,168487,56,Whole Wheat,Jinja,Mobile Money,2.0,2.8,4.4,1
C1187,6,142154,248694,46,White Bread,Jinja,Cash,3.1,3.6,1.1,0
C1188,2,89841,223853,59,Multigrain,Jinja,Mobile Money,4.3,2.5,3.4,1
C1189,6,86332,415261,56,Whole Wheat,Jinja,Bank Transfer,1.4,3.2,2.5,2
C1190,3,132062,335062,40,White Bread,Jinja,Cash,4.8,3.0,2.7,0
C1191,4,135694,551610,29,Sourdough,Gulu,Bank Transfer,4.2,5.7,4.3,1
C1192,2,65032,333077,7,White Bread,Entebbe,Cash,1.7,6.1,2.2,2
C1193,5,77846,987516,40,White Bread,Entebbe,Mobile Money,3.8,9.5,4.8,1
C1194,6,99474,123782,13,Whole Wheat,Kampala Central,Mobile Money,2.5,2.8,1.7,2
C1195,2,84936,609492,38,Rye,Entebbe,Mobile Money,2.6,6.8,3.7,1
C1196,1,69794,914886,18,Rye,Entebbe,Mobile Money,4.1,8.4,3.7,1
C1197,1,101588,954336,2,Rye,Gulu,Cash,4.9,6.0,2.0,0
C1198,4,110984,754224,8,White Bread,Jinja,Bank Transfer,1.5,3.3,2.3,2
C1199,3,90331,508808,11,Whole Wheat,Jinja,Mobile Money,2.7,3.4,4.3,1
C1200,4,134397,253245,33,Multigrain,Gulu,Cash,2.9,1.4,4.0,1
C1201,4,68141,222258,54,White Bread,Entebbe,Bank Transfer,2.5,3.7,2.3,2
C1202,4,49074,735956,38,White Bread,Gulu,Mobile Money,2.5,7.7,3.1,2
C1203,4,46406,554418,48,Whole Wheat,Kampala Central,Bank Transfer,1.2,1.4,1.2,2
C1204,5,137359,582616,27,Sourdough,Jinja,Mobile Money,3.7,3.0,1.8,0
C1205,5,63291,486328,20,White Bread,Mukono,Bank Transfer,2.7,7.4,2.9,2
C1206,2,81568,606581,12,Sourdough,Kampala Central,Bank Transfer,1.8,8.0,1.3,2
C1207,1,137539,523966,43,Sourdough,Kampala Central,Mobile Money,4.3,5.1,4.4,0
C1208,4,86851,378710,31,Rye,Gulu,Cash,4.2,7.3,3.9,1
C1209,2,139942,762550,27,Whole Wheat,Entebbe,Bank Transfer,2.9,4.5,4.8,0
C1210,1,94823,662621,32,Sourdough,Jinja,Mobile Money,2.2,2.4,3.8,1
C1211,6,63312,484073,10,Whole Wheat,Mukono,Bank Transfer,3.6,4.6,4.8,1
C1212,3,83108,836265,3,Rye,Kampala Central,Bank Transfer,2.2,6.2,3.2,1
C1213,5,106918,713859,45,Whole Wheat,Mukono,Cash,1.9,9.5,3.4,1
C1214,6,74171,220263,27,White Bread,Entebbe,Bank Transfer,3.9,1.6,4.9,1
